종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률,기준일
285800,진영,2680,75,2.88,,,,,2352.0,1.14,0,0.0,20241023
011000,진원생명과학,2280,-10,-0.44,,,,,1425.0,1.6,0,0.0,20241023
002780,진흥기업,770,-9,-1.16,311.0,2.48,,,1828.0,0.42,0,0.0,20241023
002787,진흥기업2우B,11680,180,1.57,,,,,,,0,0.0,20241023
002785,진흥기업우B,4050,-100,-2.41,,,,,,,0,0.0,20241023
085660,차바이오텍,17330,-70,-0.4,,,,,4996.0,3.47,0,0.0,20241023
261780,차백신연구소,4015,30,0.75,,,,,1325.0,3.03,0,0.0,20241023
351870,차이커뮤니케이션,9260,-620,-6.28,,,,,,,0,0.0,20241023
009310,참엔지니어링,380,-5,-1.3,,,,,773.0,0.49,0,0.0,20241023
094850,참좋은여행,4705,5,0.11,542.0,8.68,,,6319.0,0.74,0,0.0,20241023
004650,창해에탄올,9360,-70,-0.74,,,,,16428.0,0.57,600,6.41,20241023
278280,천보,54800,1800,3.4,,,,,29866.0,1.83,0,0.0,20241023
000650,천일고속,40750,0,0.0,,,,,13355.0,3.05,0,0.0,20241023
362320,청담글로벌,6580,100,1.54,,,,,3083.0,2.13,0,0.0,20241023
012600,청호ICT,2490,0,0.0,,,,,964.0,2.58,0,0.0,20241023
066360,체리부로,742,-22,-2.88,291.0,2.55,,,1742.0,0.43,0,0.0,20241023
033250,체시스,1358,28,2.11,103.0,13.18,,,1039.0,1.31,0,0.0,20241023
047820,초록뱀미디어,5400,0,0.0,,,,,10925.0,0.49,0,0.0,20241023
094360,칩스앤미디어,13710,710,5.46,,,520.0,26.35,3384.0,4.05,0,0.0,20241023
016920,카스,1171,-12,-1.01,71.0,16.49,,,2627.0,0.45,10,0.85,20241023
284620,카이노스메드,4870,30,0.62,,,,,421.0,11.57,0,0.0,20241023
035720,카카오,37700,350,0.94,,,1012.0,37.26,22281.0,1.69,61,0.16,20241023
293490,카카오게임즈,17260,460,2.74,,,673.0,25.65,17124.0,1.01,0,0.0,20241023
323410,카카오뱅크,21700,-50,-0.23,745.0,29.13,1043.0,20.81,12843.0,1.69,150,0.69,20241023
377300,카카오페이,24100,-50,-0.21,19.0,1268.42,105.0,228.57,13981.0,1.72,0,0.0,20241023
140430,카티스,3070,-35,-1.13,,,,,,,0,0.0,20241023
042000,카페24,25000,50,0.2,430.0,58.14,1056.0,23.68,7552.0,3.31,0,0.0,20241023
006380,카프로,3660,0,0.0,,,,,,,0,0.0,20241023
313760,캐리,6870,30,0.44,,,,,2267.0,3.03,0,0.0,20241023
317530,캐리소프트,4270,280,7.02,,,,,834.0,5.12,0,0.0,20241023
071850,캐스텍코리아,2115,5,0.24,,,,,4091.0,0.52,0,0.0,20241023
050110,캠시스,1097,-2,-0.18,,,,,1097.0,1.0,0,0.0,20241023
452300,캡스톤파트너스,2670,-10,-0.37,,,,,2217.0,1.2,42,1.57,20241023
451760,컨텍,9870,-10,-0.1,,,385.0,25.63,7517.0,1.31,0,0.0,20241023
078340,컴투스,37650,350,0.94,3435.0,10.96,2831.0,13.3,97651.0,0.39,2600,6.91,20241023
063080,컴투스홀딩스,21550,600,2.86,,,,,43878.0,0.49,0,0.0,20241023
307930,컴퍼니케이,4945,15,0.3,,,,,4615.0,1.07,0,0.0,20241023
079190,케스피온,600,3,0.5,75.0,8.0,,,601.0,1.0,0,0.0,20241023
263700,케어랩스,2895,5,0.17,,,,,3533.0,0.82,0,0.0,20241023
214370,케어젠,16800,400,2.44,813.0,20.66,,,4626.0,3.63,640,3.81,20241023
221980,케이디켐,12540,40,0.32,1391.0,9.02,,,26053.0,0.48,500,3.99,20241023
038530,케이바이오,260,0,0.0,,,,,548.0,0.47,0,0.0,20241023
001620,케이비아이동국실업,570,-3,-0.52,71.0,8.03,,,1726.0,0.33,0,0.0,20241023
424140,케이비제21호스팩,2165,0,0.0,,,,,,,0,0.0,20241023
192250,케이사인,957,0,0.0,66.0,14.5,,,1272.0,0.75,15,1.57,20241023
431190,케이쓰리아이,5700,20,0.35,211.0,27.01,,,1946.0,2.93,0,0.0,20241023
029460,케이씨,19290,0,0.0,3907.0,4.94,,,63264.0,0.3,260,1.35,20241023
115500,케이씨에스,6460,160,2.54,231.0,27.97,,,1619.0,3.99,180,2.79,20241023
281820,케이씨텍,35800,900,2.58,1562.0,22.92,2990.0,11.97,22307.0,1.6,180,0.5,20241023
089150,케이씨티,2250,-20,-0.88,67.0,33.58,,,1989.0,1.13,60,2.67,20241023
025880,케이씨피드,2840,110,4.03,420.0,6.76,,,4159.0,0.68,75,2.64,20241023
093320,케이아이엔엑스,73100,-200,-0.27,5104.0,14.32,3969.0,18.42,34638.0,2.11,600,0.82,20241023
093640,케이알엠,3900,-710,-15.4,,,,,3412.0,1.14,0,0.0,20241023
073010,케이에스피,4010,10,0.25,349.0,11.49,,,1264.0,3.17,10,0.25,20241023
105330,케이엔더블유,4160,135,3.35,154.0,27.01,,,7883.0,0.53,0,0.0,20241023
053080,케이엔솔,15680,380,2.48,871.0,18.0,2556.0,6.13,13032.0,1.2,300,1.91,20241023
199430,케이엔알시스템,7730,190,2.52,,,,,921.0,8.39,0,0.0,20241023
432470,케이엔에스,16070,100,0.63,502.0,32.01,,,5674.0,2.83,0,0.0,20241023
272110,케이엔제이,16520,100,0.61,1354.0,12.2,2702.0,6.11,8182.0,2.02,0,0.0,20241023
039420,케이엘넷,2625,30,1.16,345.0,7.61,,,2502.0,1.05,80,3.05,20241023
083550,케이엠,3280,-70,-2.09,,,,,11117.0,0.3,30,0.91,20241023
032500,케이엠더블유,7850,550,7.53,,,,,4391.0,1.79,0,0.0,20241023
225430,케이엠제약,695,0,0.0,,,,,1272.0,0.55,0,0.0,20241023
102370,케이옥션,4375,30,0.69,,,,,4566.0,0.96,0,0.0,20241023
068100,케이웨더,3545,80,2.31,,,,,950.0,3.73,0,0.0,20241023
381970,케이카,12920,-230,-1.75,590.0,21.9,1031.0,12.53,4876.0,2.65,760,5.88,20241023
036030,케이티알파,4115,80,1.98,332.0,12.39,,,4984.0,0.83,0,0.0,20241023
064820,케이프,5110,-30,-0.58,835.0,6.12,1058.0,4.83,7390.0,0.69,300,5.87,20241023
256940,케이피에스,5480,-170,-3.01,210.0,26.1,,,3053.0,1.79,0,0.0,20241023
024880,케이피에프,4110,10,0.24,1066.0,3.86,1553.0,2.65,10850.0,0.38,150,3.65,20241023
042040,케이피엠테크,303,-3,-0.98,29.0,10.45,,,618.0,0.49,0,0.0,20241023
054410,케이피티유,3930,-30,-0.76,544.0,7.22,,,8259.0,0.48,0,0.0,20241023
258610,케일럼,1550,-51,-3.19,,,,,697.0,2.22,0,0.0,20241023
274090,켄코아에어로스페이스,10040,230,2.34,,,551.0,18.21,4569.0,2.2,0,0.0,20241023
089010,켐트로닉스,19870,-40,-0.2,,,,,10781.0,1.84,100,0.5,20241023
220260,켐트로스,4730,-175,-3.57,106.0,44.62,,,2323.0,2.04,0,0.0,20241023
052400,코나아이,13650,310,2.32,2206.0,6.19,,,13072.0,1.04,500,3.66,20241023
402030,코난테크놀로지,14380,280,1.99,,,,,2751.0,5.23,0,0.0,20241023
391710,코닉오토메이션,2135,20,0.95,56.0,38.13,,,631.0,3.38,0,0.0,20241023
046070,코다코,10280,0,0.0,,,,,,,0,0.0,20241023
047770,코데즈컴바인,1446,-45,-3.02,98.0,14.76,,,1683.0,0.86,0,0.0,20241023
080530,코디,1524,-10,-0.65,,,,,810.0,1.88,0,0.0,20241023
104540,코렌텍,6360,-270,-4.07,321.0,19.81,,,5514.0,1.15,0,0.0,20241023
027050,코리아나,2520,25,1.0,58.0,43.45,,,2825.0,0.89,0,0.0,20241023
007815,코리아써우,5800,30,0.52,,,,,,,0,0.0,20241023
007810,코리아써키트,10430,230,2.25,,,2192.0,4.76,15784.0,0.66,0,0.0,20241023
00781K,코리아써키트2우B,5890,0,0.0,,,,,,,0,0.0,20241023
190650,코리아에셋투자증권,5570,-10,-0.18,909.0,6.13,,,14561.0,0.38,500,8.98,20241023
123410,코리아에프티,5200,70,1.36,1097.0,4.74,1223.0,4.25,6188.0,0.84,120,2.31,20241023
003690,코리안리,8980,180,2.05,1655.0,5.43,1896.0,4.74,22088.0,0.41,540,6.01,20241023
036690,코맥스,2885,0,0.0,,,,,2490.0,1.16,0,0.0,20241023
049430,코메론,10950,0,0.0,1705.0,6.42,2349.0,4.66,23064.0,0.47,250,2.28,20241023
183300,코미코,52000,1600,3.17,3096.0,16.8,8276.0,6.28,20223.0,2.57,400,0.77,20241023
041960,코미팜,4390,20,0.46,,,,,803.0,5.47,0,0.0,20241023
089890,코세스,9200,200,2.22,420.0,21.9,,,4006.0,2.3,0,0.0,20241023
360350,코셈,7340,160,2.23,337.0,21.78,,,2530.0,2.9,0,0.0,20241023
082660,코스나인,480,0,0.0,,,,,400.0,1.2,0,0.0,20241023
192820,코스맥스,141400,-3100,-2.15,5036.0,28.08,10669.0,13.25,31952.0,4.43,500,0.35,20241023
044820,코스맥스비티아이,8680,-10,-0.12,948.0,9.16,,,24263.0,0.36,350,4.03,20241023
222040,코스맥스엔비티,3355,185,5.84,,,,,1761.0,1.91,0,0.0,20241023
241710,코스메카코리아,73100,-2500,-3.31,2090.0,34.98,5234.0,13.97,15874.0,4.61,0,0.0,20241023
005070,코스모신소재,104900,2400,2.34,861.0,121.84,2850.0,36.8,14732.0,7.12,0,0.0,20241023
005420,코스모화학,21950,1150,5.53,,,,,7677.0,2.86,0,0.0,20241023
355150,코스텍시스,7860,-30,-0.38,,,,,3440.0,2.28,0,0.0,20241023
071950,코아스,10080,160,1.61,,,,,3290.0,3.06,0,0.0,20241023
166480,코아스템켐온,14960,-160,-1.06,,,,,916.0,16.33,0,0.0,20241023
045970,코아시아,4610,185,4.18,,,,,4024.0,1.15,0,0.0,20241023
196450,코아시아씨엠,895,-2,-0.22,,,,,1452.0,0.62,0,0.0,20241023
384470,코어라인소프트,7690,230,3.08,,,,,946.0,8.13,0,0.0,20241023
029960,코엔텍,7220,0,0.0,715.0,10.1,,,3718.0,1.94,500,6.93,20241023
002020,코오롱,14480,190,1.33,621.0,23.32,,,78295.0,0.18,550,3.8,20241023
138490,코오롱ENP,5730,-10,-0.17,863.0,6.64,894.0,6.41,7412.0,0.77,160,2.79,20241023
003070,코오롱글로벌,9080,30,0.33,13.0,698.46,,,28530.0,0.32,400,4.41,20241023
003075,코오롱글로벌우,16450,110,0.67,,,,,,,450,2.74,20241023
450140,코오롱모빌리티그룹,2350,-15,-0.63,196.0,11.99,,,2993.0,0.79,40,1.7,20241023
45014K,코오롱모빌리티그룹우,3880,-5,-0.13,,,,,,,45,1.16,20241023
102940,코오롱생명과학,19490,790,4.22,,,,,12063.0,1.62,0,0.0,20241023
002025,코오롱우,12840,90,0.71,,,,,,,600,4.67,20241023
120110,코오롱인더,32300,250,0.78,1282.0,25.2,5216.0,6.19,92518.0,0.35,1300,4.02,20241023
120115,코오롱인더우,21450,-50,-0.23,,,,,,,1350,6.29,20241023
021240,코웨이,66600,600,0.91,6495.0,10.25,8394.0,7.93,36380.0,1.83,1350,2.03,20241023
033290,코웰패션,2465,40,1.65,502.0,4.91,,,6257.0,0.39,160,6.49,20241023
056360,코위버,4835,20,0.42,85.0,56.88,,,14116.0,0.34,30,0.62,20241023
282880,코윈테크,14190,390,2.83,1142.0,12.43,1918.0,7.4,15052.0,0.94,250,1.76,20241023
121850,코이즈,955,24,2.58,,,,,494.0,1.93,0,0.0,20241023
448710,코츠테크놀로지,22150,-250,-1.12,1906.0,11.62,1953.0,11.34,8403.0,2.64,0,0.0,20241023
126730,코칩,12730,230,1.84,719.0,17.71,,,3436.0,3.7,0,0.0,20241023
015710,코콤,4490,235,5.52,183.0,24.54,,,7417.0,0.61,70,1.56,20241023
052330,코텍,7860,0,0.0,566.0,13.89,,,23190.0,0.34,200,2.54,20241023
322780,코퍼스코리아,1107,69,6.65,90.0,12.3,,,1540.0,0.72,10,0.9,20241023
036420,콘텐트리중앙,10310,-240,-2.27,,,,,2580.0,4.0,0,0.0,20241023
200130,콜마비앤에이치,14320,220,1.56,674.0,21.25,677.0,21.15,13693.0,1.05,308,2.15,20241023
024720,콜마홀딩스,6930,40,0.58,,,,,16436.0,0.42,180,2.6,20241023
031820,콤텍시스템,563,-1,-0.18,33.0,17.06,,,1300.0,0.43,0,0.0,20241023
294570,쿠콘,13660,20,0.15,703.0,19.43,1590.0,8.59,12713.0,1.07,100,0.73,20241023
192400,쿠쿠홀딩스,24750,1050,4.43,4187.0,5.91,4134.0,5.99,34678.0,0.71,1100,4.44,20241023
284740,쿠쿠홈시스,23550,100,0.43,4994.0,4.72,,,35985.0,0.65,800,3.4,20241023
317690,퀀타매트릭스,7250,-250,-3.33,,,,,1096.0,6.61,0,0.0,20241023
078940,퀀타피아,2855,0,0.0,,,,,513.0,5.57,0,0.0,20241023
227100,퀀텀온,1166,-43,-3.56,,,,,1063.0,1.1,0,0.0,20241023
432720,퀄리타스반도체,10080,420,4.35,,,,,2430.0,4.15,0,0.0,20241023
365270,큐라클,5590,-180,-3.12,,,,,3021.0,1.85,0,0.0,20241023
348080,큐라티스,798,-21,-2.56,,,,,916.0,0.87,0,0.0,20241023
060280,큐렉소,6970,190,2.8,,,,,2452.0,2.84,0,0.0,20241023
372320,큐로셀,30900,-600,-1.9,,,,,4341.0,7.12,0,0.0,20241023
051780,큐로홀딩스,139,0,0.0,,,,,262.0,0.53,0,0.0,20241023
115180,큐리언트,5450,-220,-3.88,,,,,1656.0,3.29,0,0.0,20241023
445680,큐리옥스바이오시스템즈,23750,-700,-2.86,,,,,3296.0,7.21,0,0.0,20241023
182360,큐브엔터,13850,-10,-0.07,801.0,17.29,,,5747.0,2.41,0,0.0,20241023
405100,큐알티,14200,130,0.92,219.0,64.84,,,8347.0,1.7,480,3.38,20241023
066310,큐에스아이,6890,60,0.88,294.0,23.44,,,9040.0,0.76,100,1.45,20241023
016600,큐캐피탈,284,1,0.35,41.0,6.93,,,776.0,0.37,0,0.0,20241023
355390,크라우드웍스,11510,-230,-1.96,,,,,3535.0,3.26,0,0.0,20241023
264900,크라운제과,8380,10,0.12,1834.0,4.57,,,16015.0,0.52,250,2.98,20241023
26490K,크라운제과우,10000,-30,-0.3,,,,,,,252,2.52,20241023
005740,크라운해태홀딩스,5900,100,1.72,1391.0,4.24,,,21080.0,0.28,100,1.69,20241023
005745,크라운해태홀딩스우,8980,-10,-0.11,,,,,,,105,1.17,20241023
259960,크래프톤,333000,-7500,-2.2,12812.0,25.99,22063.0,15.09,120194.0,2.77,0,0.0,20241023
096240,크레버스,15700,0,0.0,1805.0,8.7,,,5272.0,2.98,2000,12.74,20241023
040350,크레오에스지,704,6,0.86,,,,,239.0,2.95,0,0.0,20241023
110790,크리스에프앤씨,6690,-30,-0.45,1137.0,5.88,967.0,6.92,17785.0,0.38,300,4.48,20241023
045520,크린앤사이언스,5180,-20,-0.38,148.0,35.0,,,4551.0,1.14,0,0.0,20241023
036170,클라우드에어,869,0,0.0,136.0,6.39,,,1969.0,0.44,0,0.0,20241023
214150,클래시스,56300,200,0.36,1155.0,48.74,1959.0,28.74,4430.0,12.71,200,0.36,20241023
352770,클리노믹스,627,3,0.48,,,,,1187.0,0.53,0,0.0,20241023
237880,클리오,23200,50,0.22,1560.0,14.87,2380.0,9.75,12209.0,1.9,400,1.72,20241023
139670,키네마스터,2835,70,2.53,189.0,15.0,,,1180.0,2.4,0,0.0,20241023
020120,키다리스튜디오,3595,70,1.99,,,,,5626.0,0.64,0,0.0,20241023
413600,키움제6호스팩,2630,-20,-0.75,,,,,,,0,0.0,20241023
433530,키움제7호스팩,2215,0,0.0,,,,,,,0,0.0,20241023
446840,키움제8호스팩,2240,40,1.82,,,,,,,0,0.0,20241023
039490,키움증권,135800,-1400,-1.02,15563.0,8.73,29176.0,4.65,178201.0,0.76,3000,2.21,20241023
054780,키이스트,4415,45,1.03,,,,,2999.0,1.47,0,0.0,20241023
219130,타이거일렉,20700,-250,-1.19,,,,,8362.0,2.48,0,0.0,20241023
360070,탑머티리얼,34650,1000,2.97,2197.0,15.77,,,19491.0,1.78,400,1.15,20241023
065130,탑엔지니어링,4060,20,0.5,906.0,4.48,,,12128.0,0.33,0,0.0,20241023
134580,탑코미디어,2220,-115,-4.93,,,,,1720.0,1.29,0,0.0,20241023
014580,태경비케이,4440,10,0.23,871.0,5.1,,,7151.0,0.62,130,2.93,20241023
015890,태경산업,5120,-30,-0.58,790.0,6.48,,,10337.0,0.5,270,5.27,20241023
006890,태경케미컬,11140,180,1.64,1537.0,7.25,1489.0,7.48,14288.0,0.78,200,1.8,20241023
023160,태광,12930,-20,-0.15,2129.0,6.07,1984.0,6.52,20443.0,0.63,170,1.31,20241023
003240,태광산업,637000,1000,0.16,,,,,4689721.0,0.14,1750,0.27,20241023
011280,태림포장,2115,-10,-0.47,73.0,28.97,,,4924.0,0.43,50,2.36,20241023
323280,태성,29800,-1400,-4.49,,,,,1251.0,23.82,0,0.0,20241023
053620,태양,6400,90,1.43,918.0,6.97,,,22439.0,0.29,380,5.94,20241023
004100,태양금속,3020,65,2.2,1.0,3020.0,,,2714.0,1.11,10,0.33,20241023
004105,태양금속우,4845,25,0.52,,,,,,,15,0.31,20241023
009410,태영건설,4620,0,0.0,,,,,,,0,0.0,20241023
009415,태영건설우,7130,0,0.0,,,,,,,0,0.0,20241023
044490,태웅,14280,-40,-0.28,1707.0,8.37,2032.0,7.03,25612.0,0.56,0,0.0,20241023
124560,태웅로직스,2850,5,0.18,743.0,3.84,,,5269.0,0.54,70,2.46,20241023
001420,태원물산,3800,0,0.0,,,,,3949.0,0.96,140,3.68,20241023
191420,테고사이언스,16000,680,4.44,,,,,5803.0,2.76,0,0.0,20241023
073640,테라사이언스,654,0,0.0,,,,,819.0,0.8,0,0.0,20241023
066700,테라젠이텍스,3550,10,0.28,819.0,4.33,,,4240.0,0.84,0,0.0,20241023
095610,테스,16430,280,1.73,89.0,184.61,2227.0,7.38,17040.0,0.96,500,3.04,20241023
055490,테이팩스,17090,260,1.54,1708.0,10.01,,,32047.0,0.53,300,1.76,20241023
064520,테크엘,2200,-35,-1.57,425.0,5.18,,,4850.0,0.45,0,0.0,20241023
089030,테크윙,40950,2650,6.92,,,4591.0,8.92,6069.0,6.75,130,0.32,20241023
054450,텔레칩스,12920,200,1.57,4375.0,2.95,579.0,22.3,16679.0,0.77,200,1.55,20241023
078000,텔코웨어,9910,20,0.2,950.0,10.43,,,20203.0,0.49,640,6.46,20241023
200230,텔콘RF제약,557,-12,-2.11,124.0,4.49,,,901.0,0.62,0,0.0,20241023
214420,토니모리,7880,0,0.0,155.0,50.84,1032.0,7.64,3964.0,1.99,0,0.0,20241023
393210,토마토시스템,6390,-50,-0.78,225.0,28.4,,,1969.0,3.25,90,1.41,20241023
215480,토박스코리아,2650,0,0.0,267.0,9.93,,,3724.0,0.71,0,0.0,20241023
051360,토비스,20300,250,1.25,757.0,26.82,3248.0,6.25,12449.0,1.63,160,0.79,20241023
045340,토탈소프트,5100,-50,-0.97,442.0,11.54,,,2553.0,2.0,0,0.0,20241023
108230,톱텍,5380,10,0.19,1588.0,3.39,,,10408.0,0.52,300,5.58,20241023
079970,투비소프트,1007,-23,-2.23,,,,,4450.0,0.23,0,0.0,20241023
199800,툴젠,56400,-900,-1.57,,,,,3801.0,14.84,0,0.0,20241023
417790,트루엔,9070,-20,-0.22,1092.0,8.31,1517.0,5.98,8317.0,1.09,200,2.21,20241023
290090,트윔,8430,-30,-0.35,420.0,20.07,,,9508.0,0.89,0,0.0,20241023
026150,특수건설,6470,990,18.07,,,,,5902.0,1.1,0,0.0,20241023
464280,티디에스팜,15600,630,4.21,1101.0,14.17,,,5388.0,2.9,0,0.0,20241023
322180,티라유텍,5740,-120,-2.05,,,,,909.0,6.31,0,0.0,20241023
117730,티로보틱스,7410,190,2.63,,,,,1763.0,4.2,0,0.0,20241023
033830,티비씨,857,11,1.3,66.0,12.98,,,1337.0,0.64,18,2.1,20241023
057680,티사이언티픽,894,-7,-0.78,,,,,1916.0,0.47,0,0.0,20241023
204610,티쓰리,1445,45,3.21,87.0,16.61,,,1494.0,0.97,60,4.15,20241023
064760,티씨케이,90200,4700,5.5,5246.0,17.19,8226.0,10.97,39252.0,2.3,1200,1.33,20241023
246710,티앤알바이오팹,7120,0,0.0,,,,,1449.0,4.91,0,0.0,20241023
340570,티앤엘,72800,-800,-1.09,3399.0,21.42,7474.0,9.74,16050.0,4.54,550,0.76,20241023
043220,티에스넥스젠,583,-1,-0.17,,,,,447.0,1.3,0,0.0,20241023
277880,티에스아이,6280,170,2.78,,,699.0,8.99,3920.0,1.6,0,0.0,20241023
131290,티에스이,54700,3800,7.47,11.0,4972.73,3783.0,14.46,27453.0,1.99,0,0.0,20241023
019180,티에이치엔,3200,10,0.31,1579.0,2.03,,,6196.0,0.52,60,1.88,20241023
425420,티에프이,16350,200,1.24,976.0,16.75,,,6259.0,2.61,0,0.0,20241023
131100,티엔엔터테인먼트,1544,11,0.72,,,,,2209.0,0.7,0,0.0,20241023
356860,티엘비,12000,100,0.84,257.0,46.69,1448.0,8.29,11281.0,1.06,200,1.67,20241023
062860,티엘아이,5800,0,0.0,,,,,7576.0,0.77,0,0.0,20241023
363280,티와이홀딩스,3405,-5,-0.15,,,,,18433.0,0.18,0,0.0,20241023
36328K,티와이홀딩스우,4595,-30,-0.65,,,,,,,0,0.0,20241023
321550,티움바이오,6330,180,2.93,,,,,2497.0,2.54,0,0.0,20241023
091810,티웨이항공,2900,-10,-0.34,506.0,5.73,438.0,6.63,748.0,3.88,0,0.0,20241023
004870,티웨이홀딩스,575,-33,-5.43,41.0,14.02,,,1493.0,0.39,0,0.0,20241023
425040,티이엠씨,9280,510,5.82,1077.0,8.62,1783.0,5.21,8292.0,1.12,700,7.54,20241023
241790,티이엠씨씨엔에스,5990,170,2.92,1337.0,4.48,,,10646.0,0.56,200,3.34,20241023
104480,티케이케미칼,1463,34,2.38,,,,,10445.0,0.14,0,0.0,20241023
081150,티플랙스,3155,15,0.48,,,,,6498.0,0.49,20,0.63,20241023
130740,티피씨글로벌,1893,-34,-1.76,,,,,5354.0,0.35,0,0.0,20241023
084730,팅크웨어,10400,460,4.63,1293.0,8.04,,,16221.0,0.64,0,0.0,20241023
440110,파두,20050,1280,6.82,,,,,3798.0,5.28,0,0.0,20241023
034230,파라다이스,10400,40,0.39,725.0,14.34,847.0,12.29,16278.0,0.64,100,0.96,20241023
033540,파라텍,1358,-43,-3.07,,,,,2673.0,0.51,0,0.0,20241023
388870,파로스아이바이오,10040,210,2.14,,,,,2194.0,4.58,0,0.0,20241023
043200,파루,541,-13,-2.35,,,,,690.0,0.78,0,0.0,20241023
214450,파마리서치,226500,-4000,-1.74,7571.0,29.92,11497.0,19.7,42459.0,5.33,950,0.42,20241023
208340,파멥신,2915,0,0.0,,,,,549.0,5.31,0,0.0,20241023
005690,파미셀,5100,100,2.0,60.0,85.0,,,1340.0,3.81,0,0.0,20241023
177830,파버나인,3130,35,1.13,12.0,260.83,,,5925.0,0.53,70,2.24,20241023
037070,파세코,5970,40,0.67,39.0,153.08,,,5156.0,1.16,150,2.51,20241023
150900,파수,4900,100,2.08,384.0,12.76,,,3009.0,1.63,100,2.04,20241023
037030,파워넷,2470,45,1.86,,,,,4546.0,0.54,0,0.0,20241023
047310,파워로직스,5050,40,0.8,472.0,10.7,,,5357.0,0.94,0,0.0,20241023
368770,파이버프로,4665,-515,-9.94,88.0,53.01,,,983.0,4.75,20,0.43,20241023
170790,파이오링크,8070,30,0.37,1583.0,5.1,,,12063.0,0.67,300,3.72,20241023
049120,파인디앤씨,1182,-3,-0.25,,,,,850.0,1.39,0,0.0,20241023
038950,파인디지털,3850,-50,-1.28,268.0,14.37,,,11524.0,0.33,50,1.3,20241023
441270,파인엠텍,6360,-130,-2.0,299.0,21.27,823.0,7.73,4077.0,1.56,0,0.0,20241023
106240,파인테크닉스,1040,0,0.0,,,,,5748.0,0.18,0,0.0,20241023
131760,파인텍,821,-8,-0.97,,,,,709.0,1.16,0,0.0,20241023
065690,파커스,1052,-1,-0.09,,,,,4042.0,0.26,0,0.0,20241023
140860,파크시스템스,207000,2500,1.22,3553.0,58.26,7339.0,28.21,20734.0,9.98,400,0.19,20241023
091700,파트론,7080,-20,-0.28,539.0,13.14,803.0,8.81,8929.0,0.79,250,3.53,20241023
032800,판타지오,163,0,0.0,,,,,301.0,0.54,0,0.0,20241023
318010,팜스빌,5750,40,0.7,423.0,13.59,,,8247.0,0.7,100,1.74,20241023
036580,팜스코,2160,-5,-0.23,,,,,6406.0,0.34,50,2.31,20241023
027710,팜스토리,1302,-3,-0.23,91.0,14.31,,,1915.0,0.68,25,1.92,20241023
004720,팜젠사이언스,4705,0,0.0,352.0,13.37,,,12707.0,0.37,0,0.0,20241023
225590,패션플랫폼,887,0,0.0,248.0,3.58,,,2859.0,0.31,0,0.0,20241023
054300,팬스타엔터프라이즈,493,2,0.41,4.0,123.25,,,793.0,0.62,0,0.0,20241023
068050,팬엔터테인먼트,2165,5,0.23,280.0,7.73,,,2987.0,0.72,0,0.0,20241023
028670,팬오션,3520,25,0.72,458.0,7.69,704.0,5.0,8817.0,0.4,85,2.41,20241023
222110,팬젠,4760,-30,-0.63,,,,,1177.0,4.04,0,0.0,20241023
271830,팸텍,2165,15,0.7,270.0,8.02,,,2371.0,0.91,30,1.39,20241023
010820,퍼스텍,3485,285,8.91,96.0,36.3,,,1283.0,2.72,0,0.0,20241023
016800,퍼시스,46300,3800,8.94,7470.0,6.2,,,59291.0,0.78,1200,2.59,20241023
263750,펄어비스,37000,400,1.09,248.0,149.19,1994.0,18.56,11804.0,3.13,0,0.0,20241023
251970,펌텍코리아,35700,-850,-2.33,2206.0,16.18,3116.0,11.46,19205.0,1.86,380,1.06,20241023
001020,페이퍼코리아,808,23,2.93,161.0,5.02,,,1659.0,0.49,0,0.0,20241023
168360,펨트론,7950,980,14.06,335.0,23.73,,,1523.0,5.22,0,0.0,20241023
087010,펩트론,95800,2900,3.12,,,,,1704.0,56.22,0,0.0,20241023
090080,평화산업,992,-7,-0.7,66.0,15.03,,,790.0,1.26,0,0.0,20241023
010770,평화홀딩스,2750,-75,-2.65,569.0,4.83,,,7243.0,0.38,150,5.45,20241023
064800,포니링크,1483,-33,-2.18,,,,,1913.0,0.78,0,0.0,20241023
119500,포메탈,2905,5,0.17,161.0,18.04,,,4155.0,0.7,60,2.07,20241023
389140,포바이포,5600,60,1.08,,,,,3731.0,1.5,0,0.0,20241023
105760,포스뱅크,6670,20,0.3,982.0,6.79,,,5238.0,1.27,0,0.0,20241023
022100,포스코DX,26950,950,3.65,605.0,44.55,,,3026.0,8.91,100,0.37,20241023
058430,포스코스틸리온,37800,500,1.34,4133.0,9.15,,,59872.0,0.63,1615,4.27,20241023
009520,포스코엠텍,16100,480,3.07,117.0,137.61,,,2780.0,5.79,35,0.22,20241023
047050,포스코인터내셔널,51000,800,1.59,3939.0,12.95,4330.0,11.78,35869.0,1.42,1000,1.96,20241023
003670,포스코퓨처엠,235500,16000,7.29,371.0,634.77,1783.0,132.11,30357.0,7.76,250,0.11,20241023
189690,포시에스,2280,5,0.22,192.0,11.88,,,2585.0,0.88,100,4.39,20241023
318020,포인트모바일,4375,45,1.04,389.0,11.25,,,3742.0,1.17,0,0.0,20241023
256630,포인트엔지니어링,1296,-37,-2.78,,,,,1243.0,1.04,0,0.0,20241023
331380,포커스에이치엔에스,3450,-55,-1.57,130.0,26.54,,,1196.0,2.88,30,0.87,20241023
